header,title,descripcion,marca,categoria,ean,peso,unidades,precio,imagen
Bomba-400w-agua-sucia-koma-tools,Bomba 400w agua sucia koma tools,"Bomba 400w agua sucia koma tools  max. caudal 8.000l/hora, altura maxima 5mts, profundidas de aspiracion maxima: 7mts,10mts de cable, tamaño de las particulas absorbidas 35mm.",KOMA TOOLS,Herramientas eléctricas,8425998087925,0,0,49.95,https://api.elektro3.com/images/products/08792.jpg
"Atornillador-a-bateria-3,6v-litio-1300mah-edm","Atornillador a bateria 3,6v litio 1300mah edm","Atornillador a bateria 3,6v litio 1300mah edm tamaño: 17,5x14,8cm, antideslizante,cargador incluido, luz led,velocidad regulable, 6 posiciones de apriete.",KOMA TOOLS,Herramientas eléctricas,8425998087222,614,1000,24.99,https://api.elektro3.com/images/products/08722.jpg
Recambio-almohadilla-para-08753-koma-tools,Recambio almohadilla para 08753 koma tools,Recambio almohadilla para 08753 koma tools,KOMA TOOLS,Herramientas eléctricas,8425998087864,0,29,4.99,https://api.elektro3.com/images/products/08786.jpg
Bomba-sumergible-550w-10500-litros/h-10m-(para-aguas-residuales-o-limpias),Bomba sumergible 550w 10500 litros/h 10m (para aguas residuales o limpias),"Bomba sumergible 550w 10500 litros/h 10m de cable. altura de impulsion de agua 7m. profundidad maxima de bombeo 7m (para aguas residuales o limpias) puede llegar a filtrar hasta particulas de 35mm. el flotador funciona como interruptor de encendido y apagado.  punto maximo encendido 50cm, punto minimo de apagado 5cm.  incluye 10m de cable y conectores. ip68.",EDM,Jardín,5709386798956,4200,6,90.25,https://api.elektro3.com/images/products/74201.jpg
Hilo-plastificado-verde-4mmx50mts,Hilo plastificado verde 4mmx50mts,Hilo plastificado verde 4mmx50mts (multiusos),EDM,Jardín,8002522972300,101,29,5.65,https://api.elektro3.com/images/products/74230.jpg
Pluviometro--medidor--ml/m2-max.-40litros/m2,Pluviometro  medidor  ml/m2 max. 40litros/m2,Pluviometro  medidor  ml/m2 medida hasta 40litros/m2 con estaca,EDM,Jardín,8718692623033,87,0,2.85,https://api.elektro3.com/images/products/74390.jpg
Pala-transplantadora-de-jardineria-edm,Pala transplantadora de jardineria edm,Pala transplantadora de jardineria edm,EDM,Jardín,8425998747201,208,341,7.55,https://api.elektro3.com/images/products/74720.jpg
Cultivador-3-puas-de-jardineria-edm,Cultivador 3 puas de jardineria edm,Cultivador 3 puas de jardineria edm,EDM,Jardín,8425998747218,214,88,8.4,https://api.elektro3.com/images/products/74721.jpg
Azada-+-rastrillo-para-jardineria-edm,Azada + rastrillo para jardineria edm,Azada + rastrillo para jardineria edm,EDM,Jardín,8425998747225,222,100,9.99,https://api.elektro3.com/images/products/74722.jpg
Mini-rastrillo-para-jardineria-edm,Mini-rastrillo para jardineria edm,Rastrillador para jardineria edm,EDM,Jardín,8425998747232,217,531,10.9,https://api.elektro3.com/images/products/74723.jpg
Maceta-inyeccion-terracota-ø-26x19cm-exterior,Maceta inyeccion terracota ø 26x19cm exterior,Maceta inyeccion terracota ø 26cm superior  ø 16cm inferior altura: 19cm,EDM,Jardín,8412524013619,213,152,2.95,https://api.elektro3.com/images/products/74860.jpg
Maceta-inyeccion-terracota-ø-30x23cm-exterior,Maceta inyeccion terracota ø 30x23cm exterior,Maceta inyeccion terracota  ø30cm superior  ø 19cm inferior altura: 23cm,EDM,Jardín,8412524013640,323,0,3.99,https://api.elektro3.com/images/products/74861.jpg
Maceta-inyeccion-terracota-ø-35x26cm-exterior,Maceta inyeccion terracota ø 35x26cm exterior,Maceta inyeccion terracota 6 litros ø superior: 35cm inferior ø23cm altura 26cm,EDM,Jardín,8412524013671,460,24,5.1,https://api.elektro3.com/images/products/74862.jpg
Maceta-inyeccion-terracota-ø-40x30cm-exterior,Maceta inyeccion terracota ø 40x30cm exterior,Maceta inyeccion terracota  6 litros ø superior: 40cm inferior ø27cm altura 30cm,EDM,Jardín,8412524013701,643,166,6.7,https://api.elektro3.com/images/products/74863.jpg
Plato-inyeccion-terracota-ø-25-cm-(para-ref:-74861),Plato inyeccion terracota ø 25 cm (para ref: 74861),Plato inyeccion terracota ø 25 cm (para maceta ref.74861),EDM,Jardín,8412524014128,97,94,1.5,https://api.elektro3.com/images/products/74865.jpg
Plato-inyeccion-terracota-ø-30cm-(para-maceta-ref:-74862),Plato inyeccion terracota ø 30cm (para maceta ref: 74862),Plato inyeccion terracota ø 30cm (para maceta ref.74862),EDM,Jardín,8412524014159,149,73,2.25,https://api.elektro3.com/images/products/74866.jpg
Plato-inyeccion-terracota-ø-34cm-(para-maceta-ref:--74863),Plato inyeccion terracota ø 34cm (para maceta ref:  74863),Plato inyeccion terracota ø 34cm (para maceta ref.74863),EDM,Jardín,8412524014180,120,185,2.95,https://api.elektro3.com/images/products/74867.jpg
Plato-inyeccion-terracota-ø-22cm--(para-maceta-ref:--74860),Plato inyeccion terracota ø 22cm  (para maceta ref:  74860),Plato inyeccion terracota ø 22cm (para maceta ref.74860),EDM,Jardín,8425998748697,65,107,1.1,https://api.elektro3.com/images/products/74869.jpg
Maceta-inyeccion-antracita-ø-30cm,Maceta inyeccion antracita ø 30cm,"Maceta inyeccion antracita superior: ø 30cm inferior ø18cm altura 26,5cm",EDM,Jardín,8718158557575,321,31,7.4,https://api.elektro3.com/images/products/74871.jpg
Saco-de-jardin-45x70cm,Saco de jardin 45x70cm,Saco de jardin 45x70cm,EDM,Jardín,8718692621787,167,135,5.3,https://api.elektro3.com/images/products/90012.jpg
Saco-de-jardin-con-muelle--30l-,Saco de jardin con muelle  30l ,Saco de jardin con muelle  30l diametro 30 cm altura 40 cm,EDM,Jardín,8711252131344,209,333,5.99,https://api.elektro3.com/images/products/90013.jpg
Maceta-inyeccion-antracita-ø-35cm,Maceta inyeccion antracita ø 35cm,Maceta inyeccion antracita superior: ø 35cm inferior ø21cm altura 31cm,EDM,Jardín,8711295921476,470,0,11.9,https://api.elektro3.com/images/products/74872.jpg
Rollo-malla-verde-80%-90gr-1x50mts,Rollo malla verde 80% 90gr 1x50mts,Rollo malla verde ocultacion 80% 90gr 1x50mts,EDM,Jardín,8425998758009,4700,75,41.9,https://api.elektro3.com/images/products/75800.jpg
Rollo-malla--marron-80%-90gr-1x50mts,Rollo malla  marron 80% 90gr 1x50mts,Rollo malla  marron ocultacion 80% 90gr 1x50mts,EDM,Jardín,8425998758016,4700,78,41.9,https://api.elektro3.com/images/products/75801.jpg
"Rollo-malla-verde-80%-90gt-1,5x50mts","Rollo malla verde 80% 90gt 1,5x50mts","Rollo malla  verde ocultacion 80% 90gr 1,5x50mts",EDM,Jardín,8425998758023,7100,83,62.85,https://api.elektro3.com/images/products/75802.jpg
"Rollo-malla--marron-80%-90gr-1,5x50mts","Rollo malla  marron 80% 90gr 1,5x50mts","Rollo malla  marron ocultacion 80% 90gr 1,5x50mts",EDM,Jardín,8425998758030,6900,85,62.85,https://api.elektro3.com/images/products/75803.jpg
Rollo-malla--verde-80%-90gr-2x50mts,Rollo malla  verde 80% 90gr 2x50mts,Rollo malla  verde  ocultacion 80% 90gr 2x50mts,EDM,Jardín,8425998758047,8900,76,85.4,https://api.elektro3.com/images/products/75804.jpg
Rollo-malla--marron-80%-90gr-2x50mts,Rollo malla  marron 80% 90gr 2x50mts,Rollo malla  marron ocultacion 80% 90gr 2x50mts,EDM,Jardín,8425998758054,8900,98,85.4,https://api.elektro3.com/images/products/75805.jpg
Malla-plegada-verde-80%-90gr-1x10mts,Malla plegada verde 80% 90gr 1x10mts,Malla plegada verde ocultacion 80% 90gr 1x10mts,EDM,Jardín,8425998758108,926,378,9.95,https://api.elektro3.com/images/products/75810.jpg
Malla-plegable-marron-80%-90gr-1x10mts,Malla plegable marron 80% 90gr 1x10mts,Malla plegable  marron ocultacion 80% 90gr 1x10mts,EDM,Jardín,8425998758115,926,426,9.95,https://api.elektro3.com/images/products/75811.jpg
"Malla-plegable-verde-80%-90gr-1,50x10mts","Malla plegable verde 80% 90gr 1,50x10mts","Malla plegable verde ocultacion 80% 90gr 1,50x10mtts",EDM,Jardín,8425998758122,1229,368,15.95,https://api.elektro3.com/images/products/75812.jpg
"Malla-plegable-marron-80%-90gr-1,50x10mts","Malla plegable marron 80% 90gr 1,50x10mts","Malla plegable marron ocultacion 80% 90gr 1,50x10mts",EDM,Jardín,8425998758139,1229,292,15.95,https://api.elektro3.com/images/products/75813.jpg
Malla-plegable-verde-80%-90gr-2-x10mts,Malla plegable verde 80% 90gr 2 x10mts,"Malla plegable verde ocultacion 80% 90gr 2,x10mts",EDM,Jardín,8425998758146,1747,334,21.6,https://api.elektro3.com/images/products/75814.jpg
Rollo-malla-marron-80%-90gr-2-x10mts,Rollo malla marron 80% 90gr 2 x10mts,Rollo malla marron ocultacion 80% 90gr 2 x10mts,EDM,Jardín,8425998758153,1600,340,21.6,https://api.elektro3.com/images/products/75815.jpg
Rollo-malla--negra-70%-2x100mts,Rollo malla  negra 70% 2x100mts,Rollo malla negra 70% 2x100mts negra  malla para sombreo  muy ligera y resistente ocultacion del 70%,EDM,Jardín,8425998758504,11900,44,149.95,https://api.elektro3.com/images/products/75850.jpg
Rollo-malla--verde-70%-2x100mts,Rollo malla  verde 70% 2x100mts,Rollo malla  verde 70% 2x100mts  malla para sombreo  muy ligera y resistente  ocultacion del 70%,EDM,Jardín,8425998758511,15200,21,149.95,https://api.elektro3.com/images/products/75851.jpg
*ult.-unidades*-malla-plegable-verde-70%-3x4m,*ult. unidades* malla plegable verde 70% 3x4m,Malla plegable verde 3x4mts malla para sombreo  muy ligera y resistente  ocultacion del 70%,EDM,Jardín,8425998758566,828,53,11.95,https://api.elektro3.com/images/products/75856.jpg
*ult.-unidades*-malla-plegable-verde-70%-4x5m,*ult. unidades* malla plegable verde 70% 4x5m,Rollo malla verde 4x5mts malla para sombreo  muy ligera y resistente  ocultacion del 70%,EDM,Jardín,8425998758580,1200,82,20.99,https://api.elektro3.com/images/products/75858.jpg
Recogedor-de-frutas-telescopico-extensible-de-130-240cm,Recogedor de frutas telescopico extensible de 130-240cm,Recogedor de frutas telescopico con mango de aluminio extensible de130-240cm diametro de la cesta 14cm flexibilidad de la cesta 15cm a 26 cm diametro del tubo de aluminio 22-25mm,EDM,Jardín,5709386978136,249,0,13.55,https://api.elektro3.com/images/products/74989.jpg
Hilo-plastificado-blanco-con-dispensador-4mmx50mts,Hilo plastificado blanco con dispensador 4mmx50mts,Hilo plastificado blanco con dispensador 4mmx50mts (multiusos),EDM,Jardín,8425998742312,130,0,5.65,https://api.elektro3.com/images/products/74231.jpg
Hilo-plastico-negro-con-dispensador-4mmx50mts,Hilo plastico negro con dispensador 4mmx50mts,Hilo plastificado negro con dispensador 4mmx50mts (multiusos),EDM,Jardín,8425998742329,130,0,5.65,https://api.elektro3.com/images/products/74232.jpg
Cañizo-de-bambu-natural-ø-aprox.-2---4mm-medidas:-1x5mts,Cañizo de bambu natural ø aprox. 2 - 4mm medidas: 1x5mts,Cañizo de bambu natural ø aprox. 2 - 4mm dimension 1x5mts unidas mediante alambre plastificado,EDM,Jardín,8413246150088,1502,136,17.95,https://api.elektro3.com/images/products/75816.jpg
"Cañizo-de-bambu-natural-ø-aprox.-3---5mm-medidas:-1,5x5mts","Cañizo de bambu natural ø aprox. 3 - 5mm medidas: 1,5x5mts","Cañizo de bambu natural ø aprox. 3 - 5mm dimension 1,5x5mts unidas mediante alambre plastificado",EDM,Jardín,8413246150095,3700,75,24.3,https://api.elektro3.com/images/products/75817.jpg
Brezo-natural-color-marron-oscuro-medidas-1x5mts,Brezo natural color marron oscuro medidas 1x5mts,Brezo natural color marron oscuro medidas 1x5mts unido mediante alambre,EDM,Jardín,8413246151047,7700,186,54.95,https://api.elektro3.com/images/products/75818.jpg
"Brezo-natural-color-marron-oscuro-medidas-1,5x5mts","Brezo natural color marron oscuro medidas 1,5x5mts","Brezo natural color marron oscuro medidas 1,5x5mts unido mediante alambre",EDM,Jardín,8413246151054,12600,125,84.9,https://api.elektro3.com/images/products/75819.jpg
"*ult.-unidades*-comedero-pajaros-25cm-ø-6,4cm","*ult. unidades* comedero pajaros 25cm ø 6,4cm","Comedero pajaros 25cm ø 6,4cm",EDM,Jardín,8711295800498,103,126,4.15,https://api.elektro3.com/images/products/06293.jpg
"Espuma-protectora-de-rodillas-25,5x39x1,5cm-(colores-surtidos)","Espuma protectora de rodillas 25,5x39x1,5cm (colores surtidos)","Espuma protectora de rodillas medidas: 25,5x39x1,5cm (colores surtidos)",EDM,Jardín,8719202138375,115,170,3.85,https://api.elektro3.com/images/products/73010.jpg
Protector-de-canalizaciones-(pack-2-unid.),Protector de canalizaciones (pack 2 unid.),Protector de canalizaciones 12x15cm (pack 2 unid.),EDM,Jardín,8711252119649,156,591,4.45,https://api.elektro3.com/images/products/73750.jpg
"Lanza-pulverizadora-de-agua-74x6x2,8cm-(adaptable-a-manguera-con-ref:-74408)","Lanza pulverizadora de agua 74x6x2,8cm (adaptable a manguera con ref: 74408)","Adaptador pulverizador de agua (lavado a presion) 74x6x2,8cm (adaptable a manguera de riego con conexion ref: 74408)",EDM,Jardín,8711252158181,287,134,16.1,https://api.elektro3.com/images/products/74630.jpg
"Mango-para-rastrillo-140cm-ø-2,4cm","Mango para rastrillo 140cm ø 2,4cm","Mango para rastrillo 140cm ø 2,4cm",EDM,Jardín,8711252921945,340,130,5.65,https://api.elektro3.com/images/products/74725.jpg
Rastrillo-metalico-12-dientes,Rastrillo metalico 12 dientes,Rastrillo metalico 12 dientes 13x29.5cm 0.46kg,EDM,Jardín,8711252921983,467,104,5.85,https://api.elektro3.com/images/products/74726.jpg
Malla-anti-malas-hierbas-800x150cm,Malla anti malas hierbas 800x150cm,Malla anti malas hierbas 800x150cm negro 45g/m2,EDM,Jardín,8711295071669,559,746,8.3,https://api.elektro3.com/images/products/75895.jpg
"Malla-metalica-de-triple-torsion-galvanizada-19x0,7mm/0,5x10mts","Malla metalica de triple torsion galvanizada 19x0,7mm/0,5x10mts","Malla metalica de triple torsion galvanizada 19x0,7mm/0,5x10mts estructura en forma hexagonal, acabado galvanizado.",EDM,Jardín,8413246011815,1745,12,20.2,https://api.elektro3.com/images/products/75840.jpg
"Malla-metalica-de-triple-torsion-galvanizada-19x0,7mm/1x10mts","Malla metalica de triple torsion galvanizada 19x0,7mm/1x10mts","Malla metalica de triple torsion galvanizada 19x0,7mm/1x10mts estructura en forma hexagonal, acabado galvanizado",EDM,Jardín,8413246011822,3800,52,33.15,https://api.elektro3.com/images/products/75841.jpg
Big-bag-escombros-90x90x90cm-blanco-aguanta-hasta-1000kg,Big bag escombros 90x90x90cm blanco aguanta hasta 1000kg,Big bag escombros 90x90x90cm blanco aguanta hasta 1000kg,EDM,Jardín,8435584416572,641,0,7.1,https://api.elektro3.com/images/products/90121.jpg
"Saco-""bag""-60x100cm-blanco","Saco ""bag"" 60x100cm blanco","Saco ""bag"" 60x100cm blanco material rafia de polipropileno",EDM,Jardín,8432296002680,80,1000,0.7,https://api.elektro3.com/images/products/90146.jpg
*ult.unidades*-cortina-ovalos-burdeos-plastico-90x210cm-72-tiras-edm,*ult.unidades* cortina ovalos burdeos plastico 90x210cm 72 tiras edm,Cortina ovalos burdeos plastico 90x210cm 72 tiras edm,EDM,Jardín,8425998759501,2600,107,32.5,https://api.elektro3.com/images/products/75950.jpg
*ult.unidades*-cortina-ovalos-naranja-plastico-90x210cm-72-tiras-edm,*ult.unidades* cortina ovalos naranja plastico 90x210cm 72 tiras edm,Cortina ovalos naranja plastico 90x210cm 72 tiras edm,EDM,Jardín,8425998759518,2600,65,32.5,https://api.elektro3.com/images/products/75951.jpg
*ult.unidades*-cortina-ovalos-azul-plastico-90x210cm-72-tiras-edm,*ult.unidades* cortina ovalos azul plastico 90x210cm 72 tiras edm,Cortina ovalos azul plastico 90x210cm 72 tiras edm,EDM,Jardín,8425998759525,2400,129,32.5,https://api.elektro3.com/images/products/75952.jpg
*ult.unidades*-cortina-ovalos-amarillo--plastico-90x210cm-72-tiras-edm,*ult.unidades* cortina ovalos amarillo  plastico 90x210cm 72 tiras edm,Cortina ovalos amarillo  plastico 90x210cm 72 tiras edm,EDM,Jardín,8425998759532,2400,252,32.5,https://api.elektro3.com/images/products/75953.jpg
Cortina-cinta--amarillo-transparente-plastico-90x210cm-32-tiras-edm,Cortina cinta  amarillo-transparente plastico 90x210cm 32 tiras edm,Cortina cinta amarillo-transparente plastico 90x210cm 32 tiras edm,EDM,Jardín,8425998759549,3200,323,45.35,https://api.elektro3.com/images/products/75954.jpg
Cortina-cinta-marron-oscuro---transparente-plastico-90x210cm-32-tiras-edm,Cortina cinta marron oscuro - transparente plastico 90x210cm 32 tiras edm,Cortina cinta marron oscuro - transparente plastico 90x210cm 32 tiras edm,EDM,Jardín,8425998759556,3200,0,45.35,https://api.elektro3.com/images/products/75955.jpg
Cortina-cinta-transparente---negro--90x210cm-32-tiras-edm,Cortina cinta transparente - negro  90x210cm 32 tiras edm,Cortina cinta transparente - negro plastico 90x210cm 32 tiras edm,EDM,Jardín,8425998759563,3200,233,45.35,https://api.elektro3.com/images/products/75956.jpg
Cortina-cinta-transparente--azul--plastico-90x210cm-32-tiras-edm,Cortina cinta transparente- azul  plastico 90x210cm 32 tiras edm,Cortina cinta transparente- azul  plastico 90x210cm 32 tiras edm,EDM,Jardín,8425998759570,3200,173,45.35,https://api.elektro3.com/images/products/75957.jpg
Cortina-cadena-cascada-plastico-90x210cm-33-tiras-edm,Cortina cadena cascada plastico 90x210cm 33 tiras edm,Cortina cadena cascada plastico 90x210cm 33 tiras edm,EDM,Jardín,8425998759587,1500,0,21.5,https://api.elektro3.com/images/products/75958.jpg
Cortina-cadena-nordico-plastico-90x210cm-33-tiras-edm,Cortina cadena nordico plastico 90x210cm 33 tiras edm,Cortina cadena nordico plastico 90x210cm 33 tiras edm,EDM,Jardín,8425998759594,1700,0,21.5,https://api.elektro3.com/images/products/75959.jpg
Cortina-cadena-rombos-plastico-90x210cm-33-tiras-edm,Cortina cadena rombos plastico 90x210cm 33 tiras edm,Cortina cadena rombos plastico 90x210cm 33 tiras edm,EDM,Jardín,8425998759600,1500,17,21.5,https://api.elektro3.com/images/products/75960.jpg
Cortina-cadena-flores-plastico-90x210cm-33-tiras-edm,Cortina cadena flores plastico 90x210cm 33 tiras edm,Cortina cadena flores  plastico 90x210cm 33 tiras edm,EDM,Jardín,8425998759617,1500,0,21.5,https://api.elektro3.com/images/products/75961.jpg
Cortina-perla-rojo-plastico-90x200cm-48-tiras-edm,Cortina perla rojo plastico 90x200cm 48 tiras edm,Cortina perla rojo plastico 90x200cm 48 tiras edm,EDM,Jardín,8425998759624,1400,341,20.1,https://api.elektro3.com/images/products/75962.jpg
Cortina-perla-negro-plastico-90x200cm-48-tiras-edm,Cortina perla negro plastico 90x200cm 48 tiras edm,Cortina perla negro  plastico 90x200cm 48 tiras edm,EDM,Jardín,8425998759631,1400,118,20.1,https://api.elektro3.com/images/products/75963.jpg
Cortina-perla-blanca--plastico-90x200cm-48-tiras-edm,Cortina perla blanca  plastico 90x200cm 48 tiras edm,Cortina perla blanca  plastico 90x200cm 48 tiras edm,EDM,Jardín,8425998759648,1400,218,20.1,https://api.elektro3.com/images/products/75964.jpg
Cortina-perla-azul-plastico-90x200cm-48-tiras-edm,Cortina perla azul plastico 90x200cm 48 tiras edm,Cortina perla azul  plastico 90x200cm 48 tiras edm,EDM,Jardín,8425998759655,1400,316,20.1,https://api.elektro3.com/images/products/75965.jpg
"Base-de-3-ruedas-metalicas-ajustable-22,5-30cm","Base de 3 ruedas metalicas ajustable 22,5-30cm","Base de 3 ruedas metalicas ajustable 22,5-30cm, carga max. 50kg",EDM,Jardín,8711295850813,455,171,8.99,https://api.elektro3.com/images/products/74730.jpg
"Base-de-4-ruedas-metalica-35x6,5cm","Base de 4 ruedas metalica 35x6,5cm","Base de 4 ruedas metalica 35x6,5cm, peso 780grs, carga max. 15kg",EDM,Jardín,8711295389399,688,24,12.25,https://api.elektro3.com/images/products/74731.jpg
"Tutor-para-plantas-1,1x120cm","Tutor para plantas 1,1x120cm","Tutor para plantas 1,1x120cm (venta solo multiples de 5unid.)",EDM,Jardín,8425998747454,97,1000,1.59,https://api.elektro3.com/images/products/74745.jpg
Espatula-curvada-madera-de-olivo-30-cm-metaltex-,Espatula curvada madera de olivo 30 cm metaltex ,Espatula curvada madera de olivo 30 cm metaltex,EDM,Menaje,8002525806121,48,78,6.35,https://api.elektro3.com/images/products/75578.jpg
Pinza-servir-madera-de-olivo-metaltex-,Pinza servir madera de olivo metaltex ,Pinza servir madera de olivo metaltex,EDM,Menaje,8002525806183,82,25,12.6,https://api.elektro3.com/images/products/75580.jpg
Pinza-multiuso-madera-de-olivo-metaltex-,Pinza multiuso madera de olivo metaltex ,Pinza multiuso madera de olivo metaltex,EDM,Menaje,8002525806190,64,44,11.6,https://api.elektro3.com/images/products/75581.jpg
Cubierto-ensalada-madera-de-olivo-metaltex-,Cubierto ensalada madera de olivo metaltex ,Cubierto ensalada madera de olivo metaltex,EDM,Menaje,8002525806305,100,21,13.3,https://api.elektro3.com/images/products/75582.jpg
Set-4uni.-posavasos-madera-de-mango-modelo-duko--,Set 4uni. posavasos madera de mango modelo duko  ,Set 4uni. posavasos madera de mango modelo duko . 10x10x5cm,MICA DECORATIONS,Menaje,8718861461657,236,19,12.1,https://api.elektro3.com/images/products/83573.jpg
Tabla-de-cortar-cuadrada-de-madera-de-mango-duko-35x25cm,Tabla de cortar cuadrada de madera de mango duko 35x25cm,Tabla de cortar cuadrada de madera de mango  duko  35x25cm,MICA DECORATIONS,Menaje,8718861462968,594,60,20.6,https://api.elektro3.com/images/products/83574.jpg
Tabla-de-cortar-cuadrada-de-madera-de-mango--duko-40x30cm,Tabla de cortar cuadrada de madera de mango  duko 40x30cm,Tabla de cortar cuadrada de madera de mango  duko 40x30cm,MICA DECORATIONS,Menaje,8718861462951,772,10,22.3,https://api.elektro3.com/images/products/83575.jpg
Tabla-de-cortar-redonda-de-madera-de-mango--duko-29x22cm,Tabla de cortar redonda de madera de mango  duko 29x22cm,Tabla de cortar redonda de madera de mango  duko 29x22cm,MICA DECORATIONS,Menaje,8718861462999,376,46,15.4,https://api.elektro3.com/images/products/83576.jpg
Tabla-de-cortar-redonda-de-madera-de-mango--duko-35x28cm,Tabla de cortar redonda de madera de mango  duko 35x28cm,Tabla de cortar redonda de madera de mango  duko 35x28cm,MICA DECORATIONS,Menaje,8718861463002,502,0,20.3,https://api.elektro3.com/images/products/83577.jpg
"Tabla-de-cortar-de-madera-de-mango--connor-24x9,5cm--","Tabla de cortar de madera de mango  connor 24x9,5cm  ","Tabla de cortar de madera de mango  connor 24x9,5cm",MICA DECORATIONS,Menaje,8718861639407,198,50,9.99,https://api.elektro3.com/images/products/83578.jpg
Tabla-de-cortar-de-madera-de-mango--capri-90x18cm--,Tabla de cortar de madera de mango  capri 90x18cm  ,Tabla de cortar de madera de mango  capri 90x18cm,MICA DECORATIONS,Menaje,8718861639476,1682,22,43.45,https://api.elektro3.com/images/products/83579.jpg
Tabla-de-cortar-de-madera-de-mango--centennial-76x15x7cm--,Tabla de cortar de madera de mango  centennial 76x15x7cm  ,Tabla de cortar de madera de mango  centennial 76x15x7cm,MICA DECORATIONS,Menaje,8718861790108,992,6,37.99,https://api.elektro3.com/images/products/83580.jpg
Set-2-tablas-de-cortar-snips,Set 2 tablas de cortar snips,"Set de 2 tablas de cortar snips 20,5x28,5x16,7cm . set de dos tablas de cortar de colores surtidos con decoracion para distinguir el uso de cada una y asi evitar contaminaciones cruzadas. verde para verduras y roja para carne. 0%bpa, reutilizable, 100% reciclable, 100% fabricado en italia. pp",MICA DECORATIONS,Menaje,8001136901461,318,525,8.95,https://api.elektro3.com/images/products/78036.jpg
Taza-redonda-tipo-mug-34cl-,Taza redonda tipo mug 34cl ,Taza redonda tipo mug 34cl,MICA DECORATIONS,Menaje,3560239464501,280,240,3.15,https://api.elektro3.com/images/products/76825.jpg
Caja-metalica-para-azucar-1kg-mod.scandi-nature--,Caja metalica para azucar 1kg mod.scandi nature  ,"Caja metalica para azucar 1kg mod.scandi nature .10,5x10,5 x18,5cm",MICA DECORATIONS,Menaje,3560237555515,180,42,6.6,https://api.elektro3.com/images/products/77000.jpg
Caja-metalica-para-azucar-1kg-rect.-mod.scandi-nature-,Caja metalica para azucar 1kg rect. mod.scandi nature ,"Caja metalica para azucar 1kg rect. mod.scandi nature. 20x13 x6,5cm",MICA DECORATIONS,Menaje,3560237555508,168,43,5.65,https://api.elektro3.com/images/products/77005.jpg
Caja-metalica-para-cereales-750gr-mod.scandi-nature-,Caja metalica para cereales 750gr mod.scandi nature ,Caja metalica para cereales 750gr mod.scandi nature,MICA DECORATIONS,Menaje,3560237555461,258,41,9.99,https://api.elektro3.com/images/products/77057.jpg
Caja-metalica-para-infusiones-para-100ud-mod.scandi-nature-,Caja metalica para infusiones para 100ud mod.scandi nature ,Caja metalica para infusiones para 100ud mod.scandi nature,MICA DECORATIONS,Menaje,3560237555478,256,42,9.99,https://api.elektro3.com/images/products/77058.jpg
Caja-metalica-para-galletas-500gr-mod.scandi-nature-,Caja metalica para galletas 500gr mod.scandi nature ,Caja metalica para galletas 500gr mod.scandi nature,MICA DECORATIONS,Menaje,3560237555485,232,43,9.2,https://api.elektro3.com/images/products/77059.jpg
Caja-metalica-para-café-500gr-mod.scandi-nature-,Caja metalica para café 500gr mod.scandi nature ,Caja metalica para café  500gr mod.scandi nature,MICA DECORATIONS,Menaje,3560237555492,160,43,6.4,https://api.elektro3.com/images/products/77070.jpg
Caja-metalica-para-arroz--1250gr-mod.scandi-nature-,Caja metalica para arroz  1250gr mod.scandi nature ,Caja metalica para arroz  1250gr mod.scandi nature,MICA DECORATIONS,Menaje,3560237555546,186,43,6.6,https://api.elektro3.com/images/products/77071.jpg
Caja-metalica-para-pasta-500gr-mod.scandi-nature-,Caja metalica para pasta 500gr mod.scandi nature ,Caja metalica para pasta 500gr mod.scandi nature,MICA DECORATIONS,Menaje,3560237555553,184,43,6.6,https://api.elektro3.com/images/products/77072.jpg
Caja-metalica-para-spaguetis-1kg-mod.scandi-nature-,Caja metalica para spaguetis 1kg mod.scandi nature ,Caja metalica para spaguetis 1kg mod.scandi nature,MICA DECORATIONS,Menaje,3560237555560,150,43,6.85,https://api.elektro3.com/images/products/77073.jpg
Caja-metalica-para-té-100gr.-mod.scandi-nature-,Caja metalica para té 100gr. mod.scandi nature ,Caja metalica para té 100gr. mod.scandi nature,MICA DECORATIONS,Menaje,3560237555577,122,43,5.45,https://api.elektro3.com/images/products/77074.jpg
